Tourist_ID,Full_Name,Age,Gender,Nationality,Travel_Purpose,Destination_City,Travel_Start_Date,Travel_End_Date,Transport_Mode,Travel_Agency,Accommodation_Type,Hotel_Name,Nights_Stayed,Total_Trip_Cost_USD,Payment_Mode,Feedback_Score,Phone_Number,Preferred_Language,Special_Requirements,Age_Group
37a72c21-7a5e-4448-80e8-340705877d4e,Jorge Charles,19,Female,American,Religious,Los Angeles,7/21/2023,7/3/2024,Train,Expedia,Airbnb,Galloway-Kemp,14,9401.43,Cash,1,733-931-1115,English,Diet Food,0-20
98a0a09d-9f87-4403-8a59-2ac86abd1b49,Christopher Anderson,77,Male,American,Education,Los Angeles,5/22/2024,6/10/2024,Car,Travelocity,Resort,Stephenson Inc,1,8968.02,Credit Card,4,596.389.7982,Spanish,Wheelchair,61-80
7012e032-035b-49e8-982f-cdd16259d184,Jeremy Murphy,18,Female,American,Business,New York,10/20/2023,9/23/2024,Train,Travelocity,Hotel,"Daniels, Alexander and Murray",12,5935.33,Debit Card,2,001-405-990-1517,French,Wheelchair,0-20
9f426ffe-ff39-4c1d-87e9-367b84386d79,Kristen Lang,36,Male,American,Leisure,Las Vegas,2/24/2024,5/5/2025,Car,Expedia,Hostel,"Alvarez, Ramos and Allen",12,562.24,Cash,5,919.123.7209x8827,Spanish,Diet Food,21-40
18e07d87-8ce4-450c-9fcc-ad7450792439,Clarence Salinas,80,Female,American,Religious,Chicago,2/27/2024,10/3/2024,Cruise,Booking.com,Hotel,Clark-White,10,9066.61,Cash,5,978-358-9981x25874,French,Diet Food,61-80
fb3767d9-26cb-4668-bc71-14cfcdf15aba,Christine Singh,26,Female,American,Business,San Francisco,6/12/2023,2/14/2025,Cruise,Booking.com,Motel,Willis LLC,13,8463.96,Debit Card,1,940-095-8775x4931,French,Assistance Required,21-40
459bba5d-45c7-4826-83db-496cfce7b4fc,Kristen Gomez,28,Male,American,Leisure,Chicago,4/21/2024,4/29/2025,Bus,MakeMyTrip,Motel,Reed-Evans,1,961.06,Online Payment,3,103.951.8244x55126,German,Assistance Required,21-40
0dbab4fb-28a1-4fb0-bcfe-576a8bc6228e,Ann Peters,43,Female,American,Leisure,San Francisco,8/30/2023,1/29/2025,Flight,Travelocity,Motel,"Brown, Lee and Reese",13,5287.33,Online Payment,1,(598)162-0094,Spanish,Diet Food,41-60
9a6f3786-e93c-407e-9d7d-48f6e6b7d7b7,Benjamin Smith,29,Female,American,Business,San Francisco,11/19/2023,11/20/2024,Cruise,Booking.com,Hotel,"Gonzalez, Martinez and Simmons",11,5294.47,Debit Card,4,+1-546-059-7522x0194,German,Diet Food,21-40
e5367f14-61c7-4f8e-85a8-2aee36dde6e5,Sarah Griffin,49,Female,American,Medical,Miami,2/11/2024,11/2/2024,Bus,Expedia,Motel,Becker PLC,8,8998.49,Online Payment,5,+1-132-410-0557x17454,German,Assistance Required,41-60
b0cf4f6f-9a68-41a6-806c-facd1b9d7ad8,Cynthia Davis,47,Female,American,Business,Miami,12/22/2023,8/18/2024,Bus,TripAdvisor,Hostel,"Pearson, Brown and Gill",13,2620.78,Debit Card,1,(681)915-0398,German,Wheelchair,41-60
ba123ab3-e4e3-417a-91c0-099f9ba00ac3,David Pope,33,Male,American,Medical,Los Angeles,4/13/2024,10/20/2024,Train,Expedia,Hostel,Harris PLC,4,4510.68,Online Payment,1,(251)840-4275,Spanish,None,21-40
cda9436c-c61f-46fa-8f3c-34548f55fd8c,Jacob Jackson,71,Female,American,Education,Chicago,1/16/2024,8/29/2024,Bus,Travelocity,Resort,Turner and Sons,8,4397.85,Cash,3,089.440.6643,English,Assistance Required,61-80
b59d3919-e92a-4666-b23a-aa74bd6f82f1,Christina Cochran,25,Male,American,Education,Chicago,1/19/2024,8/26/2024,Cruise,TripAdvisor,Hotel,Edwards LLC,13,7500.28,Online Payment,1,355.006.0514x587,French,None,21-40
a49316b9-78cd-4c76-8f77-f43126b33d46,Alyssa Potts,25,Female,American,Education,New York,11/9/2023,4/17/2025,Bus,TripAdvisor,Hostel,Delacruz-Hall,8,5738.3,Cash,5,358.213.2509,English,Diet Food,21-40
ef05967e-b0f2-4ecf-a131-ad1d8fb16a01,Kevin Sims,26,Female,American,Leisure,Chicago,9/26/2023,7/8/2024,Car,TripAdvisor,Hotel,Aguilar Ltd,11,1148.85,Online Payment,5,519-309-5507,Spanish,Wheelchair,21-40
17b71386-74eb-4f48-a854-8935fbe632b0,Julie Luna,82,Male,American,Leisure,Las Vegas,6/26/2023,4/18/2025,Flight,Travelocity,Motel,Andrews Inc,3,9635.05,Credit Card,5,(672)498-0697x504,English,None,>80
19f91aed-65da-43db-bc78-d8724b16199b,Nicholas Garcia,22,Female,American,Religious,San Francisco,1/12/2024,1/20/2025,Train,MakeMyTrip,Resort,"Collins, Santana and Barber",3,4676.45,Online Payment,2,+1-051-794-0281x1372,French,Diet Food,21-40
9921f67b-8926-46ef-8df9-ebf41ec48bf0,Bradley Friedman,32,Female,American,Leisure,Miami,4/5/2024,6/26/2024,Flight,Booking.com,Hotel,Clark-Rodriguez,15,9513.91,Credit Card,5,774-040-3811x3004,German,Assistance Required,21-40
27fc0672-cdec-492f-8d61-f9131937c12f,Ashley Love,67,Female,American,Business,Chicago,6/10/2023,5/9/2025,Flight,MakeMyTrip,Hotel,"Cole, Williams and Scott",1,6568.0,Credit Card,4,001-276-932-4600x52223,French,Diet Food,61-80
c4235a91-ab47-49f7-be24-595ccfe9fc16,Kevin Jacobson,70,Female,American,Business,Miami,1/17/2024,2/20/2025,Bus,TripAdvisor,Motel,Harris Group,1,4229.34,Debit Card,2,937.640.4050x1854,French,Diet Food,61-80
9b3cd4a7-7401-4304-bf70-1c9775a657a0,Dana Turner,24,Female,American,Education,Orlando,9/28/2023,4/18/2025,Train,MakeMyTrip,Airbnb,Clark Ltd,6,2366.44,Debit Card,5,+1-356-612-3041x56223,Spanish,Assistance Required,21-40
08b2f5c6-1713-41cd-b5f6-06ee7f9ca046,Mary Mason,28,Male,American,Business,Las Vegas,3/7/2024,3/19/2025,Bus,MakeMyTrip,Hostel,"Cruz, Cortez and Terry",8,7916.24,Cash,5,(309)547-9708,German,Wheelchair,21-40
728e9b32-f5b8-49c4-9c79-dba79a55e61e,Jennifer Taylor,30,Female,American,Leisure,San Francisco,6/12/2023,9/29/2024,Cruise,Expedia,Hotel,"Murray, Blair and Lopez",7,868.35,Cash,1,+1-118-158-1468x10487,French,Diet Food,21-40
8a6d62d6-9fb0-4314-b9b1-3f6f6849588a,Joseph Massey,75,Female,American,Leisure,New York,7/11/2023,10/5/2024,Cruise,MakeMyTrip,Airbnb,Porter LLC,4,3730.39,Cash,4,246-978-8603x202,German,Assistance Required,61-80
48647c87-304b-4be3-b189-1b2f06c3ac26,Dana Watson,34,Female,American,Religious,Las Vegas,11/8/2023,12/21/2024,Flight,TripAdvisor,Hotel,"Harper, Shepherd and Rowe",13,1710.61,Debit Card,2,168-298-1428,French,Diet Food,21-40
ee8e4e21-a03a-4cc8-9b19-1a332c492512,Vincent Powell,76,Male,American,Leisure,San Francisco,11/24/2023,4/20/2025,Cruise,Booking.com,Hostel,Johnson PLC,13,6125.11,Cash,2,(428)466-0874,English,Wheelchair,61-80
f23fd182-7cc4-4663-b516-c3c9605a6da8,Bradley Munoz,28,Male,American,Medical,Los Angeles,12/7/2023,3/8/2025,Cruise,Expedia,Hotel,Hardy-Tran,11,3161.14,Online Payment,2,559.931.5939x61289,French,Assistance Required,21-40
8f97ad1d-51d8-47f5-8bfc-e979e7b81879,Matthew Davis,57,Female,American,Education,New York,11/29/2023,1/21/2025,Train,TripAdvisor,Hostel,Ferrell-Cook,5,9332.64,Debit Card,3,106-260-2772x134,English,Assistance Required,41-60
708530e4-31b0-4b55-bb4d-788dac02116a,Harold Ortega,67,Female,American,Leisure,Miami,5/28/2024,9/9/2024,Bus,MakeMyTrip,Airbnb,Morse Ltd,15,1181.26,Online Payment,5,944.950.6361x935,Spanish,Wheelchair,61-80
6a4c3b04-9bb9-4728-b41d-a7f1396cc677,Kathy Suarez,19,Female,American,Education,Los Angeles,1/29/2024,7/14/2024,Bus,Booking.com,Airbnb,Campbell-Stewart,13,9523.53,Cash,2,001-490-903-0457x5993,English,Diet Food,0-20
89c27b46-a44c-4af5-ae00-694a1d22d452,Evelyn Williams,21,Female,American,Education,New York,8/26/2023,1/22/2025,Train,TripAdvisor,Hostel,Kline-Alvarez,9,5062.35,Cash,2,+1-100-501-6832x290,French,Assistance Required,21-40
efdef1a1-fc80-4e63-8805-55ee9b851609,John Gill,78,Female,American,Education,New York,6/16/2023,9/28/2024,Cruise,MakeMyTrip,Resort,Lucas PLC,3,9875.44,Cash,5,(201)013-1215,German,None,61-80
b82c476e-12c0-43e6-9df2-c58e103bc325,Jonathan Deleon,66,Female,American,Medical,Miami,2/20/2024,10/30/2024,Train,TripAdvisor,Resort,"Jones, Christian and Thompson",13,6316.4,Debit Card,4,054-203-7567x103,Spanish,Assistance Required,61-80
0e1cfe0d-1473-4aad-a900-32648cff9787,Jose Wilson,26,Male,American,Leisure,New York,12/28/2023,2/25/2025,Bus,Expedia,Hotel,Larsen PLC,1,7195.87,Online Payment,1,(385)900-3410,French,Wheelchair,21-40
496ca339-66ef-467d-af45-a6801f1b71c9,Shannon Scott,31,Female,American,Leisure,Miami,5/10/2024,7/31/2024,Cruise,MakeMyTrip,Motel,Knight-Robinson,10,1264.13,Credit Card,5,918.583.3480x07778,English,Diet Food,21-40
eb5af3a8-82db-41b1-afed-30259f518903,Summer Gamble,18,Female,American,Leisure,New York,4/13/2024,7/21/2024,Cruise,MakeMyTrip,Resort,Smith Inc,7,7797.25,Credit Card,5,001-992-891-9060x64424,English,None,0-20
72440213-f2b4-4d73-9980-23ba876385e3,Roger Esparza,21,Male,American,Business,Las Vegas,2/16/2024,3/6/2025,Train,Booking.com,Resort,Combs Ltd,11,5201.71,Credit Card,5,001-054-873-5018,English,None,21-40
a530d1db-c0b7-4efa-b695-4a4d495fa664,David Ramirez,77,Male,American,Leisure,Chicago,9/16/2023,11/3/2024,Train,Booking.com,Motel,Morgan-Carter,8,5067.06,Credit Card,2,574.870.6162x182,German,Assistance Required,61-80
6888b5bb-17ec-4c01-bbf5-81b2c121635d,Audrey Thompson,59,Male,American,Medical,New York,1/10/2024,4/27/2025,Flight,TripAdvisor,Motel,"Hall, Walters and Todd",13,854.1,Cash,5,456.593.6482x1377,Spanish,Diet Food,41-60
de9b88a5-2388-4e3b-8eee-5c7386565182,Dalton Curtis,68,Female,American,Leisure,Chicago,9/30/2023,3/14/2025,Car,Booking.com,Airbnb,"Campos, Wells and Dennis",12,1694.35,Credit Card,5,909-883-4052x7430,German,Assistance Required,61-80
1c525ee9-6260-48e4-891d-4e0239ae71f9,Jacqueline Doyle,71,Female,American,Business,Chicago,9/9/2023,7/3/2024,Flight,Booking.com,Hostel,Todd LLC,15,1500.75,Debit Card,1,669.846.7917,Spanish,Diet Food,61-80
94b28690-2115-4f20-9596-103e12edba4f,Christopher Howe,47,Female,American,Religious,Chicago,9/27/2023,5/25/2025,Cruise,Expedia,Airbnb,Jones-Lutz,4,3858.02,Cash,5,363.069.5097x100,Spanish,Wheelchair,41-60
6ae633ce-daf6-4a19-a11a-a9817fb6463a,Nathaniel Thomas,61,Female,American,Leisure,Las Vegas,2/3/2024,3/14/2025,Bus,MakeMyTrip,Airbnb,"Johnson, Byrd and Robinson",9,8966.19,Credit Card,5,(690)110-5583x5528,Spanish,Wheelchair,61-80
3fad6251-00e1-4f65-bb43-388505f61a81,Ronald Evans,20,Male,American,Leisure,Las Vegas,2/22/2024,7/22/2024,Car,Booking.com,Resort,Castro-Hamilton,12,8430.3,Cash,4,(629)306-1482,English,Diet Food,0-20
b9840895-32c3-41fc-b6bb-89b4947cbde4,Daniel Mann,21,Male,American,Leisure,Los Angeles,4/1/2024,11/27/2024,Cruise,TripAdvisor,Resort,Cunningham Inc,10,4502.91,Cash,5,+1-641-550-1324x55082,French,None,21-40
1c466a23-5883-4698-85cb-5d78b3b23a82,Jordan Mann,29,Male,American,Medical,San Francisco,10/25/2023,3/27/2025,Bus,Travelocity,Motel,Walker-Key,6,9065.84,Credit Card,1,001-693-560-0042x26894,German,Wheelchair,21-40
4261c4e6-a6c5-4062-8c22-1303717ff8f5,Angela Brown,26,Male,American,Leisure,New York,2/12/2024,11/5/2024,Train,TripAdvisor,Resort,"Simpson, Thompson and Sherman",4,2849.66,Debit Card,5,018-170-7407x11312,English,Assistance Required,21-40
f129fc6e-3df8-4d24-9b26-3c67fa0486ea,Ryan Hanson,58,Male,American,Religious,Las Vegas,3/20/2024,7/27/2024,Cruise,Booking.com,Hostel,"Blake, Cowan and Ellison",7,3036.87,Debit Card,5,1702786061,French,None,41-60
ad637efe-9e6a-46fd-862d-c764799311d7,John Hull,34,Female,American,Leisure,Las Vegas,9/7/2023,12/29/2024,Flight,Travelocity,Hostel,"Moore, Foster and Phillips",4,1998.06,Debit Card,1,305-913-6131x5493,English,None,21-40
18f21fde-aabb-400e-a3e3-52cc1a72438d,Amy James,18,Male,American,Medical,Chicago,12/19/2023,8/21/2024,Train,Travelocity,Hostel,"Daniels, Turner and Bailey",8,6212.81,Online Payment,4,847.729.9498x770,English,None,0-20
ccde6326-052a-4c30-837e-955f2a1f50b1,Joyce Atkins,76,Male,American,Business,New York,12/18/2023,3/18/2025,Train,Expedia,Motel,Olsen PLC,7,671.64,Credit Card,5,7450956925,Spanish,Wheelchair,61-80
88230a17-4afe-481b-8769-9820871d2992,Jonathan Hamilton,61,Female,American,Education,Los Angeles,5/4/2024,12/1/2024,Train,MakeMyTrip,Airbnb,Best Inc,7,2197.6,Cash,4,(598)253-1242x1506,French,Assistance Required,61-80
7d9c55ac-8044-4cb5-b4c9-e5dea7a014f1,Shannon Myers,20,Female,American,Leisure,Las Vegas,3/19/2024,9/11/2024,Flight,Expedia,Hotel,"Richards, Myers and Brown",12,5679.94,Cash,2,411-123-9555x2236,Spanish,Wheelchair,0-20
be3b9ded-de08-4ebc-93cc-a8903c282414,Christopher Mcmillan,25,Male,American,Business,Miami,2/18/2024,8/17/2024,Bus,Booking.com,Hostel,Williams-Thompson,3,9021.53,Online Payment,4,909.429.3664,German,Wheelchair,21-40
f449f82c-c0e7-4080-9513-4e0e426fdb58,Antonio Acosta,61,Female,American,Leisure,New York,10/26/2023,10/29/2024,Bus,MakeMyTrip,Motel,Gutierrez Ltd,1,7137.73,Credit Card,5,+1-353-024-9984x486,Spanish,Assistance Required,61-80
50b00575-1f5a-4316-90a7-5d4edcd4d0b4,Phillip Reeves,23,Male,American,Leisure,New York,9/6/2023,12/23/2024,Train,Expedia,Hostel,Rodriguez LLC,6,4236.16,Credit Card,2,001-104-153-3663x34795,English,None,21-40
f3ac8f99-e0a4-4403-a9bc-b7e70d0e17fe,Peter Adams,66,Female,American,Leisure,San Francisco,10/25/2023,2/6/2025,Flight,Expedia,Hostel,Farrell-Fields,5,9526.91,Credit Card,5,001-231-032-7274,German,None,61-80
78e1d306-1ba8-490e-9ad5-c536c90d405a,Andrea Mullen,71,Female,American,Leisure,Chicago,5/29/2024,11/16/2024,Car,TripAdvisor,Airbnb,Pacheco-Newman,2,9817.08,Cash,5,(557)348-5649,Spanish,Wheelchair,61-80
3eec3dbd-ff23-4864-b315-b1b93aa41042,Willie Terry,64,Female,American,Business,Chicago,12/18/2023,2/10/2025,Cruise,MakeMyTrip,Motel,Bailey-Cannon,5,4776.73,Cash,5,449-698-4812x172,English,None,61-80
74e3ece1-5a1b-4fb8-9ad8-2c7b1f136a00,Eric Hunt,62,Female,American,Business,Chicago,1/5/2024,6/25/2024,Car,Expedia,Hotel,Young-Malone,15,5062.45,Credit Card,1,(747)927-1977x54109,English,None,61-80
894f5fb5-9944-4be3-9a8d-c85b8b057ecb,Erin Schwartz,46,Female,American,Religious,Orlando,8/3/2023,12/25/2024,Bus,TripAdvisor,Airbnb,Taylor LLC,10,9792.15,Online Payment,2,(956)464-0661x585,German,Wheelchair,41-60
63e06110-8f02-47f7-b43f-199ee4e4136d,Jacqueline Franklin,82,Male,American,Leisure,Chicago,7/22/2023,12/29/2024,Bus,MakeMyTrip,Motel,"Delgado, Garner and Mckay",7,6042.9,Debit Card,5,001-262-450-4969x310,German,Diet Food,>80
c7de67ee-e8b1-4683-824c-5ed3d22a36ff,Bridget Macias,29,Female,American,Business,New York,1/28/2024,9/26/2024,Train,Booking.com,Airbnb,Brown LLC,15,8969.25,Online Payment,5,(361)131-1077x958,German,Wheelchair,21-40
d8592ef9-6d6b-4c33-8dc4-44dc90a9ad6f,Kathryn Hicks,63,Male,American,Education,Chicago,9/22/2023,9/28/2024,Bus,Expedia,Airbnb,"Williams, Leach and Byrd",5,8024.11,Online Payment,1,656.652.7466x51474,Spanish,None,61-80
ea79dbb6-11d8-4136-8af6-8da8aca044e2,Valerie Conley,74,Male,American,Education,Orlando,4/6/2024,5/26/2025,Flight,MakeMyTrip,Hotel,Small Ltd,1,6905.68,Online Payment,1,001-824-399-0171x61425,French,Wheelchair,61-80
8ef376dd-6916-4b4b-ba4d-2cca11cee55d,Tina Cannon,62,Female,American,Education,Los Angeles,2/12/2024,2/27/2025,Cruise,Expedia,Resort,Huang-Wilson,2,2297.47,Cash,3,001-987-042-9394x85173,English,None,61-80
50e1f06a-916e-46a7-895b-b057a14cf44b,Mark Tapia,26,Male,American,Education,Miami,9/9/2023,8/29/2024,Flight,Expedia,Resort,Powell and Sons,3,1666.54,Cash,3,336-798-8705x021,English,Diet Food,21-40
3e90773e-1e2f-4a35-8de6-29f5d7bf56cd,Stephanie Jackson,46,Male,American,Education,San Francisco,4/17/2024,6/25/2024,Cruise,Travelocity,Resort,"Gonzalez, Sanders and Johnson",7,9328.18,Online Payment,2,618.530.1522,German,Diet Food,41-60
f91f2078-f83b-4234-b7b2-5d6bf2e54136,Julie Fox,60,Female,American,Leisure,Los Angeles,11/26/2023,1/8/2025,Flight,MakeMyTrip,Hotel,"Bass, Lowery and Yoder",12,2134.03,Credit Card,5,+1-309-031-4980x99287,English,Wheelchair,41-60
c6deb921-bcdc-4708-a633-e2a4bdc2f414,Michael Rios,80,Male,American,Leisure,Miami,2/16/2024,12/12/2024,Bus,Travelocity,Hostel,Porter LLC,6,6517.57,Credit Card,5,(815)732-9266,English,Assistance Required,61-80
ce4a1172-ef4a-4b27-9f42-4a8b7631f8a2,Tony Cooper,27,Male,American,Religious,Los Angeles,1/21/2024,6/23/2024,Car,Expedia,Hotel,"Payne, Ingram and English",7,7134.64,Online Payment,1,504.185.7259x00660,Spanish,None,21-40
2a4884fb-363e-4a5c-b02d-d238e3f378ae,Catherine Campos,25,Female,American,Leisure,Las Vegas,5/25/2024,11/19/2024,Cruise,MakeMyTrip,Resort,Patton-Stevens,13,1066.02,Credit Card,5,9010794245,Spanish,Assistance Required,21-40
e0f44a8d-0f4e-4f2e-9b34-f4ed8ae21664,Haley Reynolds,23,Female,American,Medical,Miami,4/7/2024,9/8/2024,Train,Travelocity,Airbnb,Jones PLC,10,9010.23,Online Payment,1,758672635,German,None,21-40
7b140a88-0d54-4603-8aec-34391abb086d,George Perez,19,Female,American,Leisure,New York,6/28/2023,2/27/2025,Train,TripAdvisor,Hotel,Mejia-Wallace,6,1965.02,Online Payment,1,(807)277-6607x145,German,Wheelchair,0-20
2e83002e-bc5b-46ea-a3ee-a86588ac8925,Elizabeth Bell,29,Male,American,Education,Las Vegas,9/22/2023,9/8/2024,Cruise,Expedia,Resort,Nicholson Ltd,10,7924.41,Online Payment,1,(608)563-7813x40921,Spanish,Diet Food,21-40
1f7c173e-e786-49a8-a170-83809d059b4d,Dana Stevens,21,Female,American,Education,Los Angeles,1/27/2024,4/7/2025,Bus,Booking.com,Airbnb,White-Johnson,10,7848.3,Credit Card,2,(360)293-8719x16918,English,Wheelchair,21-40
87a4d6c6-9808-4f5f-9b20-a9c19ce52197,Vincent Rodriguez,21,Female,American,Business,New York,3/13/2024,11/24/2024,Car,Travelocity,Hotel,Brown LLC,14,8455.55,Cash,5,425.251.0690x0093,French,Assistance Required,21-40
c86afadb-844b-4fd3-a7d7-ac34bdfd56c4,Cassandra Miller,81,Male,American,Education,Chicago,4/17/2024,3/26/2025,Bus,Expedia,Hotel,Fernandez-Henry,6,6961.74,Cash,5,551.357.2523x381,English,Wheelchair,>80
e1f261e0-a5c2-4d8d-9e75-5731620ca10a,Abigail Burton,27,Female,American,Leisure,New York,3/14/2024,12/28/2024,Bus,Expedia,Hotel,Anderson-Washington,7,7087.55,Online Payment,5,080-606-2053,English,Wheelchair,21-40
991a6a4f-010c-4a44-a0bb-306216d13c8a,Nancy Brown,52,Male,American,Religious,Miami,7/16/2023,11/4/2024,Bus,TripAdvisor,Airbnb,Dougherty Inc,3,5783.69,Debit Card,1,794-665-6129x78954,French,Assistance Required,41-60
76c3853b-13bc-4e4e-9ab0-9d479ef3a866,Renee Hardin,56,Female,American,Education,Orlando,6/11/2023,7/10/2024,Train,TripAdvisor,Airbnb,Brown LLC,1,8281.3,Debit Card,4,(381)475-6075x347,French,Diet Food,41-60
50ad7849-3e2f-4a8c-bab6-dce6bdd97a38,Andrew Jones,27,Female,American,Education,San Francisco,3/20/2024,3/27/2025,Train,Expedia,Resort,Allen-Ingram,5,7396.49,Credit Card,1,790.186.0604x82784,Spanish,Diet Food,21-40
aceec327-2149-418b-985c-6df4fab36f3d,James Knight,65,Female,American,Leisure,Las Vegas,7/6/2023,3/11/2025,Flight,Travelocity,Hostel,"White, Sawyer and Buchanan",6,3350.07,Credit Card,5,-5150,German,Diet Food,61-80
a6623e96-487e-4e9d-9b38-479b81a940bb,Anthony Blake,31,Female,American,Leisure,Chicago,1/18/2024,1/8/2025,Car,TripAdvisor,Airbnb,"Stewart, Mcfarland and Reid",5,7482.86,Cash,3,119-029-1428x313,English,Wheelchair,21-40
1501f4dd-2812-43ae-ae72-588a3318da4a,Stephanie Daniels,22,Female,American,Leisure,New York,9/6/2023,10/12/2024,Car,Expedia,Motel,Young Ltd,11,7487.13,Cash,1,123-141-6817x381,German,None,21-40
d69628c3-208e-4dd7-abe6-1f9b26f23fc5,Mr. William Lang,59,Female,American,Education,Orlando,11/20/2023,10/9/2024,Flight,TripAdvisor,Airbnb,"Wilson, Williams and Robinson",12,4455.69,Debit Card,4,665-994-0344x7474,Spanish,Wheelchair,41-60
6729b608-cab8-43e1-8c04-807ae1fbc151,Donna Williams,47,Male,American,Leisure,Miami,11/30/2023,8/28/2024,Flight,TripAdvisor,Airbnb,Olson-Gray,1,6170.7,Debit Card,3,980.222.8179x88712,Spanish,Diet Food,41-60
166e9dae-bb37-40d2-addc-9069c8c5d2c5,Mark Saunders,28,Female,American,Leisure,Chicago,5/28/2024,10/15/2024,Car,Expedia,Motel,"Nicholson, Gardner and Knight",4,6821.17,Debit Card,1,+1-132-982-8528x43979,English,Diet Food,21-40
8cbd78d9-3116-4127-8f1c-9921e8c97ace,Jillian Williams,56,Female,American,Leisure,Miami,11/22/2023,4/18/2025,Train,Expedia,Motel,Rice Inc,1,7009.66,Cash,5,001-243-117-9417x659,German,None,41-60
cd0d1f7e-e367-4311-8696-638dcd806416,John Weaver,63,Female,American,Leisure,Orlando,4/4/2024,3/4/2025,Train,MakeMyTrip,Motel,Mueller-Wright,12,4415.94,Cash,5,337.338.1350x23354,English,Assistance Required,61-80
ec03eaaf-f342-424a-8750-a6bfd3b46e89,Katrina Freeman,80,Female,American,Medical,San Francisco,5/25/2024,4/28/2025,Train,MakeMyTrip,Motel,Ward and Sons,2,6347.23,Credit Card,3,770-859-1259x5039,French,None,61-80
d8ab7b44-54a9-4093-961e-7e4351b8c938,Timothy Suarez,83,Female,American,Education,Orlando,6/6/2023,11/20/2024,Flight,Booking.com,Airbnb,King Group,11,1895.65,Debit Card,3,219.809.4357,English,Diet Food,>80
bb498b43-a39c-4708-986a-ba3c05c5ed4e,William Miller,83,Male,American,Leisure,Miami,7/25/2023,11/25/2024,Cruise,MakeMyTrip,Motel,"Torres, Gonzalez and Downs",14,7495.49,Cash,5,547.368.7222,Spanish,Assistance Required,>80
f4ff493f-38ba-4320-9dc0-953f994610dd,James Snyder,22,Female,American,Leisure,Chicago,3/19/2024,8/20/2024,Bus,TripAdvisor,Hotel,Lewis-Krause,6,3740.81,Cash,3,249-313-5114x0207,English,None,21-40
251356d7-36cc-48e9-8017-dad8d68915ef,Harold Cain,29,Female,American,Education,Chicago,4/8/2024,8/21/2024,Bus,Travelocity,Resort,Brewer-Howard,15,7507.56,Debit Card,2,556-219-6526x8317,German,Wheelchair,21-40
4fa10d7a-a77e-4ebc-be51-49e1e89f35a8,Sandra Davis,20,Female,American,Leisure,Orlando,1/26/2024,8/12/2024,Cruise,Travelocity,Hotel,Bell-Brewer,1,8728.93,Debit Card,5,036-643-0204x3859,German,Assistance Required,0-20
81946142-b22c-43b9-8f4c-9aabf1950adf,Wayne Day,18,Male,American,Leisure,Las Vegas,11/27/2023,2/20/2025,Car,Booking.com,Motel,Jordan-Reyes,10,595.03,Cash,4,001-812-076-4706x049,English,Assistance Required,0-20
57297801-19b0-4efc-ae6c-c4e36a0fcaa4,Shawn Reed,83,Female,American,Education,Miami,8/17/2023,3/24/2025,Train,MakeMyTrip,Hostel,Rodriguez LLC,4,9518.41,Online Payment,1,6265749330,German,Assistance Required,>80
febb4ca6-a6e6-4df4-8029-a4ac08fee4bd,Jacob Harris,67,Female,American,Religious,Orlando,12/4/2023,9/13/2024,Bus,Expedia,Resort,"Donaldson, Griffin and Lloyd",12,1945.19,Online Payment,1,001-225-339-2342x9753,German,Assistance Required,61-80
de45ee41-4d0b-471b-992b-95d014b8fe8b,Carl Wang,78,Female,American,Leisure,Los Angeles,1/15/2024,1/1/2025,Flight,Booking.com,Hotel,"Williams, Harris and Randolph",3,8835.92,Online Payment,4,(024)496-5096,English,Diet Food,61-80
e4c90be1-cc69-49a7-885a-1ebcff5d7dd0,Amanda Mclaughlin,30,Female,American,Leisure,Los Angeles,2/15/2024,11/8/2024,Train,Expedia,Hotel,"Bush, Smith and Lopez",12,6185.94,Online Payment,5,712-931-4931,English,Wheelchair,21-40
950f7443-0bda-4382-b8a3-0e13c8174795,Gregory Brooks,19,Male,American,Leisure,New York,5/17/2024,7/12/2024,Car,Booking.com,Motel,Wood-Ward,6,1205.73,Cash,3,+1-387-062-8892x767,French,Diet Food,0-20
0f739af3-430f-4eb3-ba61-efab708b04ad,Jason Holland,48,Female,American,Leisure,New York,9/16/2023,6/11/2024,Flight,Expedia,Hostel,Bates-Young,7,6098.89,Credit Card,5,+1-418-724-4019x259,Spanish,None,41-60
6bd35a84-d23c-47ad-a72a-54e44450174d,Karen White,19,Female,American,Education,New York,12/30/2023,11/28/2024,Car,MakeMyTrip,Motel,Mclaughlin and Sons,6,1935.05,Cash,1,(670)590-5617x5683,English,Assistance Required,0-20
abf0d75c-0147-40e4-b9d0-01cb51ddb8d3,Dominique Morris,73,Female,American,Education,Los Angeles,11/15/2023,5/8/2025,Train,Travelocity,Airbnb,"Young, Davis and Boyd",1,5434.0,Debit Card,5,432-636-5691x2029,German,Diet Food,61-80
2cc1aaa0-7d74-4a05-865c-90f03bb73251,Melissa Richardson,33,Female,American,Leisure,Chicago,7/17/2023,5/31/2025,Bus,MakeMyTrip,Hostel,"Robles, Galvan and Rivers",2,2948.24,Online Payment,4,980-655-4876x4333,French,None,21-40
411c149f-f888-4977-8bca-9dfe08b1ea89,Lindsey James,18,Female,American,Leisure,Las Vegas,10/21/2023,12/24/2024,Cruise,Travelocity,Motel,"Stevenson, Moreno and Cole",11,2996.46,Cash,3,+1-837-277-8925x3176,English,Wheelchair,0-20
